gene,n_regulators,r2_base_model,r2_full_model,improvement_from_regulators,has_significant_interactions,interaction_p_value,regulator_types
FUN_025425,30,0.15775640983070816,0.9863624653515466,0.8286060555208384,True,3.8716426425944306e-05,"['mirna_Cluster_4754', 'mirna_Cluster_3301', 'mirna_Cluster_5517', 'mirna_Cluster_2746', 'mirna_Cluster_2500', 'mirna_Cluster_13327', 'mirna_Cluster_9532', 'mirna_Cluster_16354', 'mirna_Cluster_1951', 'mirna_Cluster_5516', 'lncrna_lncRNA_3035', 'lncrna_lncRNA_10198', 'lncrna_lncRNA_2770', 'lncrna_lncRNA_1129', 'lncrna_lncRNA_42893', 'lncrna_lncRNA_1070', 'lncrna_lncRNA_7290', 'lncrna_lncRNA_19775', 'lncrna_lncRNA_1209', 'lncrna_lncRNA_37919', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000027l_13568498', 'methylation_CpG_ptg000027l_11257129', 'methylation_CpG_ptg000030l_2148141', 'methylation_CpG_ntLink_6_13135348', 'methylation_CpG_ptg000030l_2148069', 'methylation_CpG_ptg000027l_13568421', 'methylation_CpG_ptg000027l_13568474', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000031l_10997083']"
FUN_015534,22,0.32260294262861655,0.9685984737000941,0.6459955310714776,True,1.4551398308526586e-07,"['mirna_Cluster_13647', 'mirna_Cluster_1951', 'lncrna_lncRNA_29825', 'lncrna_lncRNA_46650', 'lncrna_lncRNA_46649', 'lncrna_lncRNA_46648', 'lncrna_lncRNA_29824', 'lncrna_lncRNA_28798', 'lncrna_lncRNA_54014', 'lncrna_lncRNA_54427', 'lncrna_lncRNA_24978', 'lncrna_lncRNA_48438', 'methylation_CpG_ptg000027l_11257122', 'methylation_CpG_ntLink_6_19705338', 'methylation_CpG_ptg000027l_11257129', 'methylation_CpG_ptg000027l_11257081', 'methylation_CpG_ptg000016l_5715698', 'methylation_CpG_ptg000033l_1262376', 'methylation_CpG_ptg000027l_11257181', 'methylation_CpG_ptg000018l_13662272', 'methylation_CpG_ptg000023l_14647605', 'methylation_CpG_ptg000007l_9141334']"
FUN_018937,25,0.22204599524187152,0.9263038867084314,0.7042578914665599,True,0.0008473642016544325,"['mirna_Cluster_3109', 'mirna_Cluster_1819', 'mirna_Cluster_1951', 'mirna_Cluster_14532', 'mirna_Cluster_9706', 'lncrna_lncRNA_34604', 'lncrna_lncRNA_1079', 'lncrna_lncRNA_42608', 'lncrna_lncRNA_10212', 'lncrna_lncRNA_45932', 'lncrna_lncRNA_3606', 'lncrna_lncRNA_3438', 'lncrna_lncRNA_42990', 'lncrna_lncRNA_3048', 'lncrna_lncRNA_43499', 'methylation_CpG_ptg000011l_8396448', 'methylation_CpG_ptg000015l_2160436', 'methylation_CpG_ptg000007l_9141334', 'methylation_CpG_ptg000008l_25384624', 'methylation_CpG_ptg000011l_8393753', 'methylation_CpG_ntLink_8_34790345', 'methylation_CpG_ptg000031l_8422617', 'methylation_CpG_ptg000024l_8612235', 'methylation_CpG_ptg000024l_8612204', 'methylation_CpG_ptg000018l_8065358']"
FUN_039160,19,0.8017703377015644,0.9627822799651005,0.1610119422635361,True,0.0005384836758786093,"['lncrna_lncRNA_55663', 'lncrna_lncRNA_55677', 'lncrna_lncRNA_30787', 'lncrna_lncRNA_30786', 'lncrna_lncRNA_55660', 'lncrna_lncRNA_41379', 'lncrna_lncRNA_55701', 'lncrna_lncRNA_33588', 'lncrna_lncRNA_30784', 'lncrna_lncRNA_579', 'methylation_CpG_ptg000016l_5715662', 'methylation_CpG_ptg000021l_6264633', 'methylation_CpG_ptg000021l_6264620', 'methylation_CpG_ptg000011l_8391344', 'methylation_CpG_ptg000023l_17397315', 'methylation_CpG_ptg000009l_18122328', 'methylation_CpG_ptg000022l_5440529', 'methylation_CpG_ptg000047l_4021443', 'methylation_CpG_ptg000033l_1262376']"
SCR1G_ACRMI_FUN_018487,20,0.6754135343545677,0.9545281355458854,0.2791146011913177,True,0.00011715969007997096,"['lncrna_lncRNA_28221', 'lncrna_lncRNA_35642', 'lncrna_lncRNA_40704', 'lncrna_lncRNA_3587', 'lncrna_lncRNA_13338', 'lncrna_lncRNA_29654', 'lncrna_lncRNA_29653', 'lncrna_lncRNA_37274', 'lncrna_lncRNA_29655', 'lncrna_lncRNA_13767', 'methylation_CpG_ntLink_6_19920923', 'methylation_CpG_ptg000023l_17397288', 'methylation_CpG_ptg000027l_2551179', 'methylation_CpG_ptg000021l_1750826', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000023l_36912999', 'methylation_CpG_ptg000004l_4759974', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000021l_6264712', 'methylation_CpG_ntLink_8_23080768']"
FUN_035959,22,0.08490452247742586,0.7837558738796582,0.6988513514022323,True,0.02429361101123073,"['mirna_Cluster_1865', 'mirna_Cluster_17623', 'lncrna_lncRNA_47656', 'lncrna_lncRNA_6540', 'lncrna_lncRNA_48125', 'lncrna_lncRNA_6815', 'lncrna_lncRNA_48122', 'lncrna_lncRNA_13426', 'lncrna_lncRNA_6818', 'lncrna_lncRNA_32341', 'lncrna_lncRNA_43167', 'lncrna_lncRNA_43166', 'methylation_CpG_ptg000060c_58340', 'methylation_CpG_ptg000047l_4021479', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000023l_3503253', 'methylation_CpG_ptg000027l_11257081', 'methylation_CpG_ptg000024l_8612179', 'methylation_CpG_ptg000047l_4021399', 'methylation_CpG_ptg000004l_4757204', 'methylation_CpG_ntLink_8_16166883', 'methylation_CpG_ptg000012l_8971785']"
GGT1_MOUSE_FUN_016060,21,0.08030397905323994,0.8645733525559891,0.7842693735027492,True,0.0004441613592494065,"['mirna_Cluster_12081', 'lncrna_lncRNA_29802', 'lncrna_lncRNA_29617', 'lncrna_lncRNA_29616', 'lncrna_lncRNA_29615', 'lncrna_lncRNA_44622', 'lncrna_lncRNA_51261', 'lncrna_lncRNA_46337', 'lncrna_lncRNA_21416', 'lncrna_lncRNA_21417', 'lncrna_lncRNA_29801', 'methylation_CpG_ptg000011l_8394054', 'methylation_CpG_ptg000011l_967757', 'methylation_CpG_ptg000009l_7035562', 'methylation_CpG_ptg000009l_7035575', 'methylation_CpG_ptg000009l_7035570', 'methylation_CpG_ptg000020l_10589614', 'methylation_CpG_ptg000020l_10589616', 'methylation_CpG_ptg000009l_7035550', 'methylation_CpG_ptg000018l_8065391', 'methylation_CpG_ptg000030l_2148069']"
FUN_014240,20,0.6756265493628593,0.9052305356175353,0.22960398625467604,True,0.030461056582205215,"['lncrna_lncRNA_35147', 'lncrna_lncRNA_12055', 'lncrna_lncRNA_53992', 'lncrna_lncRNA_53993', 'lncrna_lncRNA_26549', 'lncrna_lncRNA_26551', 'lncrna_lncRNA_10912', 'lncrna_lncRNA_10911', 'lncrna_lncRNA_34775', 'lncrna_lncRNA_41165', 'methylation_CpG_ptg000029c_793095', 'methylation_CpG_ptg000025l_14126680', 'methylation_CpG_ptg000007l_6510205', 'methylation_CpG_ptg000029c_793082', 'methylation_CpG_ptg000031l_8422811', 'methylation_CpG_ptg000027l_13568450', 'methylation_CpG_ptg000029c_793112', 'methylation_CpG_ptg000007l_10144971', 'methylation_CpG_ptg000018l_8065358', 'methylation_CpG_ptg000018l_8065391']"
MYH10_BOVIN_FUN_038297,20,0.666387276702114,0.9499436893644115,0.2835564126622976,True,0.0002061317478657676,"['lncrna_lncRNA_20183', 'lncrna_lncRNA_51163', 'lncrna_lncRNA_26973', 'lncrna_lncRNA_53588', 'lncrna_lncRNA_42940', 'lncrna_lncRNA_54181', 'lncrna_lncRNA_12336', 'lncrna_lncRNA_53529', 'lncrna_lncRNA_9198', 'lncrna_lncRNA_26598', 'methylation_CpG_ptg000011l_967757', 'methylation_CpG_ptg000009l_7035562', 'methylation_CpG_ptg000009l_7035575', 'methylation_CpG_ptg000009l_7035550', 'methylation_CpG_ptg000009l_7035570', 'methylation_CpG_ptg000011l_8394054', 'methylation_CpG_ptg000011l_967726', 'methylation_CpG_ptg000022l_5440529', 'methylation_CpG_ntLink_6_13135371', 'methylation_CpG_ntLink_6_13134703']"
FUN_037869,21,0.07208140003672914,0.9731444786755779,0.9010630786388487,True,5.463642871461616e-10,"['mirna_Cluster_9706', 'lncrna_lncRNA_45391', 'lncrna_lncRNA_48105', 'lncrna_lncRNA_48698', 'lncrna_lncRNA_48697', 'lncrna_lncRNA_18968', 'lncrna_lncRNA_53727', 'lncrna_lncRNA_35759', 'lncrna_lncRNA_37495', 'lncrna_lncRNA_48672', 'lncrna_lncRNA_46500', 'methylation_CpG_ptg000033l_1262372', 'methylation_CpG_ptg000033l_1262376', 'methylation_CpG_ntLink_6_13135361', 'methylation_CpG_ptg000008l_25384624', 'methylation_CpG_ptg000008l_12977382', 'methylation_CpG_ptg000012l_8971712', 'methylation_CpG_ptg000008l_12977384', 'methylation_CpG_ptg000031l_13053277', 'methylation_CpG_ptg000008l_12977341', 'methylation_CpG_ptg000012l_8971701']"
SKP1_MOUSE_FUN_009666,23,0.1816330998437845,0.8901474092181133,0.7085143093743288,True,0.0013088337735345235,"['mirna_Cluster_12081', 'mirna_Cluster_12087', 'mirna_Cluster_12083', 'lncrna_lncRNA_4477', 'lncrna_lncRNA_4476', 'lncrna_lncRNA_9401', 'lncrna_lncRNA_3334', 'lncrna_lncRNA_4481', 'lncrna_lncRNA_4482', 'lncrna_lncRNA_11940', 'lncrna_lncRNA_38199', 'lncrna_lncRNA_53712', 'lncrna_lncRNA_18619', 'methylation_CpG_ptg000030l_2148108', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000030l_2148096', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ntLink_6_13135361', 'methylation_CpG_ptg000015l_6211723', 'methylation_CpG_ptg000001l_3069457', 'methylation_CpG_ptg000007l_9141311', 'methylation_CpG_ptg000030l_2148141', 'methylation_CpG_ptg000004l_4757198']"
FUN_017593,20,0.28303859221186556,1.0,0.7169614077881344,False,1.0,"['mirna_Cluster_12083', 'mirna_Cluster_12081', 'mirna_Cluster_12087', 'mirna_Cluster_2746', 'lncrna_lncRNA_13226', 'lncrna_lncRNA_31401', 'lncrna_lncRNA_12684', 'lncrna_lncRNA_43958', 'lncrna_lncRNA_12682', 'lncrna_lncRNA_52625', 'lncrna_lncRNA_32150', 'lncrna_lncRNA_29264', 'lncrna_lncRNA_52622', 'lncrna_lncRNA_52623', 'methylation_CpG_ptg000011l_8391239', 'methylation_CpG_ptg000011l_8393002', 'methylation_CpG_ptg000004l_4757244', 'methylation_CpG_ptg000007l_6510226', 'methylation_CpG_ptg000011l_5627236', 'methylation_CpG_ptg000030l_2148036']"
FUN_009239,30,0.3440339875062677,0.9752117167039436,0.6311777291976759,True,0.0013782649984782624,"['mirna_Cluster_1865', 'mirna_Cluster_3109', 'mirna_Cluster_5603', 'mirna_Cluster_14532', 'mirna_Cluster_13327', 'mirna_Cluster_17623', 'mirna_Cluster_1819', 'mirna_Cluster_10452', 'mirna_Cluster_14146', 'mirna_Cluster_1832', 'lncrna_lncRNA_33233', 'lncrna_lncRNA_38604', 'lncrna_lncRNA_15158', 'lncrna_lncRNA_23839', 'lncrna_lncRNA_54386', 'lncrna_lncRNA_54385', 'lncrna_lncRNA_54387', 'lncrna_lncRNA_37322', 'lncrna_lncRNA_35726', 'lncrna_lncRNA_1152', 'methylation_CpG_ptg000018l_14489745', 'methylation_CpG_ntLink_8_34790345', 'methylation_CpG_ptg000012l_8046972', 'methylation_CpG_ptg000011l_8393022', 'methylation_CpG_ptg000024l_8612204', 'methylation_CpG_ptg000015l_2160436', 'methylation_CpG_ptg000031l_8422563', 'methylation_CpG_ptg000011l_8392977', 'methylation_CpG_ptg000031l_8422617', 'methylation_CpG_ptg000004l_4757198']"
FUN_044066,30,0.13244059493499893,0.912581834630729,0.78014123969573,False,0.05562204848068564,"['mirna_Cluster_14610', 'mirna_Cluster_1865', 'mirna_Cluster_5685', 'mirna_Cluster_15097', 'mirna_Cluster_14532', 'mirna_Cluster_9366', 'mirna_Cluster_2746', 'mirna_Cluster_5517', 'mirna_Cluster_14605', 'mirna_Cluster_1819', 'lncrna_lncRNA_18443', 'lncrna_lncRNA_51280', 'lncrna_lncRNA_51496', 'lncrna_lncRNA_19952', 'lncrna_lncRNA_42949', 'lncrna_lncRNA_1076', 'lncrna_lncRNA_9155', 'lncrna_lncRNA_1077', 'lncrna_lncRNA_1078', 'lncrna_lncRNA_28047', 'methylation_CpG_ptg000004l_4757244', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000004l_4757204', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000023l_29344852', 'methylation_CpG_ptg000015l_6211723', 'methylation_CpG_ptg000004l_4756886', 'methylation_CpG_ptg000007l_10144971', 'methylation_CpG_ptg000020l_10589616', 'methylation_CpG_ptg000018l_13662264']"
FUN_030422,21,0.09289146659043734,0.9580830018269857,0.8651915352365483,True,3.189063435549144e-08,"['mirna_Cluster_13327', 'lncrna_lncRNA_31604', 'lncrna_lncRNA_45467', 'lncrna_lncRNA_18915', 'lncrna_lncRNA_1574', 'lncrna_lncRNA_44121', 'lncrna_lncRNA_10221', 'lncrna_lncRNA_15850', 'lncrna_lncRNA_25177', 'lncrna_lncRNA_28860', 'lncrna_lncRNA_11452', 'methylation_CpG_ptg000011l_8391239', 'methylation_CpG_ptg000016l_3294397', 'methylation_CpG_ptg000024l_8612204', 'methylation_CpG_ptg000018l_14489745', 'methylation_CpG_ptg000016l_3294380', 'methylation_CpG_ptg000004l_4756886', 'methylation_CpG_ptg000024l_8612235', 'methylation_CpG_ptg000024l_8612179', 'methylation_CpG_ptg000009l_7035550', 'methylation_CpG_ptg000009l_7035575']"
FUN_011214,18,0.5297388442744396,0.9073796158748194,0.3776407716003798,True,0.000341074261385077,"['lncrna_lncRNA_10710', 'lncrna_lncRNA_30178', 'lncrna_lncRNA_4991', 'lncrna_lncRNA_2606', 'lncrna_lncRNA_18938', 'lncrna_lncRNA_28847', 'lncrna_lncRNA_13134', 'lncrna_lncRNA_53892', 'lncrna_lncRNA_29831', 'lncrna_lncRNA_40243', 'methylation_CpG_ptg000021l_6264620', 'methylation_CpG_ptg000023l_17397315', 'methylation_CpG_ptg000022l_5440529', 'methylation_CpG_ptg000027l_11256965', 'methylation_CpG_ptg000016l_5715662', 'methylation_CpG_ptg000021l_6264633', 'methylation_CpG_ptg000047l_4021443', 'methylation_CpG_ptg000001l_3069526']"
FUN_020543,20,0.8051359261802552,0.9309723394593045,0.12583641327904926,False,0.09988198838374351,"['lncrna_lncRNA_30407', 'lncrna_lncRNA_30987', 'lncrna_lncRNA_19144', 'lncrna_lncRNA_9154', 'lncrna_lncRNA_3624', 'lncrna_lncRNA_860', 'lncrna_lncRNA_49713', 'lncrna_lncRNA_3355', 'lncrna_lncRNA_46561', 'lncrna_lncRNA_8591', 'methylation_CpG_ptg000047l_4021456', 'methylation_CpG_ptg000023l_17397340', 'methylation_CpG_ptg000047l_4021443', 'methylation_CpG_ptg000004l_4757198', 'methylation_CpG_ptg000016l_5715710', 'methylation_CpG_ptg000011l_8393755', 'methylation_CpG_ptg000011l_8393629', 'methylation_CpG_ptg000007l_5089326', 'methylation_CpG_ptg000023l_17397326', 'methylation_CpG_ntLink_6_13134040']"
FUN_013985,29,0.2478930807895825,0.9671892264588462,0.7192961456692637,True,0.0008392773624728012,"['mirna_Cluster_17623', 'mirna_Cluster_2500', 'mirna_Cluster_3109', 'mirna_Cluster_1865', 'mirna_Cluster_3226', 'mirna_Cluster_1819', 'mirna_Cluster_14532', 'mirna_Cluster_17245', 'mirna_Cluster_9366', 'lncrna_lncRNA_22294', 'lncrna_lncRNA_4385', 'lncrna_lncRNA_4384', 'lncrna_lncRNA_4383', 'lncrna_lncRNA_37469', 'lncrna_lncRNA_586', 'lncrna_lncRNA_41593', 'lncrna_lncRNA_22410', 'lncrna_lncRNA_43048', 'lncrna_lncRNA_42418', 'methylation_CpG_ptg000008l_12977338', 'methylation_CpG_ptg000008l_12977341', 'methylation_CpG_ptg000012l_8971736', 'methylation_CpG_ptg000008l_12977382', 'methylation_CpG_ptg000012l_8046972', 'methylation_CpG_ptg000012l_8971727', 'methylation_CpG_ptg000031l_13053277', 'methylation_CpG_ptg000012l_8971785', 'methylation_CpG_ptg000031l_9119576', 'methylation_CpG_ptg000008l_12977384']"
FUN_017305,24,0.3331171887898198,0.915251247985478,0.5821340591956582,True,0.002123481869531152,"['mirna_Cluster_15097', 'mirna_Cluster_3301', 'mirna_Cluster_14610', 'mirna_Cluster_14532', 'lncrna_lncRNA_12264', 'lncrna_lncRNA_7283', 'lncrna_lncRNA_18523', 'lncrna_lncRNA_46209', 'lncrna_lncRNA_53550', 'lncrna_lncRNA_29579', 'lncrna_lncRNA_29580', 'lncrna_lncRNA_53781', 'lncrna_lncRNA_12247', 'lncrna_lncRNA_42555', 'methylation_CpG_ptg000001l_3069457', 'methylation_CpG_ptg000025l_14126680', 'methylation_CpG_ptg000011l_8392977', 'methylation_CpG_ptg000016l_5715674', 'methylation_CpG_ptg000011l_8393022', 'methylation_CpG_ptg000024l_8612165', 'methylation_CpG_ntLink_6_13135361', 'methylation_CpG_ntLink_8_16166717', 'methylation_CpG_ptg000004l_4757487', 'methylation_CpG_ptg000030l_2148096']"
FUN_044147,23,0.12308492660622505,0.9749823699386222,0.8518974433323971,True,1.4858653418770018e-08,"['mirna_Cluster_2746', 'mirna_Cluster_4036', 'mirna_Cluster_15097', 'lncrna_lncRNA_52320', 'lncrna_lncRNA_10971', 'lncrna_lncRNA_52544', 'lncrna_lncRNA_52557', 'lncrna_lncRNA_52252', 'lncrna_lncRNA_52323', 'lncrna_lncRNA_52317', 'lncrna_lncRNA_52318', 'lncrna_lncRNA_52319', 'lncrna_lncRNA_52700', 'methylation_CpG_ptg000001l_3069507', 'methylation_CpG_ptg000001l_3069524', 'methylation_CpG_ptg000001l_3069526', 'methylation_CpG_ptg000027l_11256965', 'methylation_CpG_ptg000015l_6211723', 'methylation_CpG_ptg000011l_8391239', 'methylation_CpG_ptg000011l_8391132', 'methylation_CpG_ptg000016l_3294380', 'methylation_CpG_ptg000007l_5089303', 'methylation_CpG_ptg000004l_4756886']"
FUN_041773,22,0.12657514589569963,0.9412824939897545,0.8147073480940549,True,2.8469414404819204e-06,"['mirna_Cluster_5685', 'mirna_Cluster_13327', 'lncrna_lncRNA_48356', 'lncrna_lncRNA_44796', 'lncrna_lncRNA_30639', 'lncrna_lncRNA_44783', 'lncrna_lncRNA_53786', 'lncrna_lncRNA_44785', 'lncrna_lncRNA_14557', 'lncrna_lncRNA_38444', 'lncrna_lncRNA_29636', 'lncrna_lncRNA_45900', 'methylation_CpG_ptg000011l_8391132', 'methylation_CpG_ptg000011l_8391178', 'methylation_CpG_ptg000007l_6510243', 'methylation_CpG_ptg000023l_17397288', 'methylation_CpG_ptg000027l_11257081', 'methylation_CpG_ptg000007l_6510240', 'methylation_CpG_ptg000011l_8392623', 'methylation_CpG_ptg000018l_14489745', 'methylation_CpG_ptg000012l_8047034', 'methylation_CpG_ptg000012l_8047014']"
SIM14_HUMAN_FUN_010746,30,0.3108471845713585,0.9829492047643026,0.6721020201929441,True,0.0002371855305423054,"['mirna_Cluster_13647', 'mirna_Cluster_16354', 'mirna_Cluster_4036', 'mirna_Cluster_14532', 'mirna_Cluster_5516', 'mirna_Cluster_2372', 'mirna_Cluster_3301', 'mirna_Cluster_17245', 'mirna_Cluster_2746', 'mirna_Cluster_9420', 'lncrna_lncRNA_1108', 'lncrna_lncRNA_15381', 'lncrna_lncRNA_25952', 'lncrna_lncRNA_17967', 'lncrna_lncRNA_13659', 'lncrna_lncRNA_51246', 'lncrna_lncRNA_17993', 'lncrna_lncRNA_1129', 'lncrna_lncRNA_2970', 'lncrna_lncRNA_14828', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000011l_967757', 'methylation_CpG_ptg000030l_2148141', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000027l_11257181', 'methylation_CpG_ptg000016l_5715722', 'methylation_CpG_ptg000030l_2148108', 'methylation_CpG_ptg000007l_5089303', 'methylation_CpG_ptg000009l_7035562', 'methylation_CpG_ptg000030l_2148096']"
FUN_011500,20,0.28303859221186556,1.0,0.7169614077881344,False,1.0,"['mirna_Cluster_12083', 'mirna_Cluster_12081', 'mirna_Cluster_12087', 'mirna_Cluster_2746', 'lncrna_lncRNA_13226', 'lncrna_lncRNA_31401', 'lncrna_lncRNA_12684', 'lncrna_lncRNA_43958', 'lncrna_lncRNA_12682', 'lncrna_lncRNA_52625', 'lncrna_lncRNA_32150', 'lncrna_lncRNA_29264', 'lncrna_lncRNA_52622', 'lncrna_lncRNA_52623', 'methylation_CpG_ptg000011l_8391239', 'methylation_CpG_ptg000011l_8393002', 'methylation_CpG_ptg000004l_4757244', 'methylation_CpG_ptg000007l_6510226', 'methylation_CpG_ptg000011l_5627236', 'methylation_CpG_ptg000030l_2148036']"
FUN_043514,25,0.1264595857475671,0.8112071185774097,0.6847475328298426,False,0.07367860458865705,"['mirna_Cluster_15097', 'mirna_Cluster_13647', 'mirna_Cluster_13327', 'mirna_Cluster_11565', 'mirna_Cluster_12087', 'lncrna_lncRNA_4035', 'lncrna_lncRNA_30847', 'lncrna_lncRNA_18439', 'lncrna_lncRNA_30846', 'lncrna_lncRNA_51570', 'lncrna_lncRNA_51571', 'lncrna_lncRNA_54020', 'lncrna_lncRNA_54021', 'lncrna_lncRNA_54022', 'lncrna_lncRNA_54023', 'methylation_CpG_ptg000001l_3069457', 'methylation_CpG_ntLink_8_16166797', 'methylation_CpG_ptg000031l_8422874', 'methylation_CpG_ptg000025l_14126680', 'methylation_CpG_ptg000023l_17397288', 'methylation_CpG_ptg000031l_8422870', 'methylation_CpG_ptg000024l_8612165', 'methylation_CpG_ptg000023l_1199639', 'methylation_CpG_ptg000029c_793095', 'methylation_CpG_ptg000016l_5715734']"
FUN_019646,20,0.2579903834384123,0.7323616024105091,0.4743712189720968,False,0.11066914643290904,"['lncrna_lncRNA_4420', 'lncrna_lncRNA_10511', 'lncrna_lncRNA_19754', 'lncrna_lncRNA_21238', 'lncrna_lncRNA_44047', 'lncrna_lncRNA_38513', 'lncrna_lncRNA_6946', 'lncrna_lncRNA_50161', 'lncrna_lncRNA_50162', 'lncrna_lncRNA_7452', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000030l_2148096', 'methylation_CpG_ptg000011l_5627241', 'methylation_CpG_ptg000004l_4759974', 'methylation_CpG_ptg000030l_2148069', 'methylation_CpG_ptg000011l_8391275', 'methylation_CpG_ptg000011l_5627243', 'methylation_CpG_ptg000030l_2148108', 'methylation_CpG_ptg000011l_8393753']"
FUN_015527,21,0.10218889263488296,0.9798773965738684,0.8776885039389855,True,5.777300859932666e-11,"['mirna_Cluster_12083', 'mirna_Cluster_12081', 'mirna_Cluster_12087', 'lncrna_lncRNA_48492', 'lncrna_lncRNA_39484', 'lncrna_lncRNA_26914', 'lncrna_lncRNA_13763', 'lncrna_lncRNA_42333', 'lncrna_lncRNA_48490', 'lncrna_lncRNA_12737', 'lncrna_lncRNA_40305', 'lncrna_lncRNA_1499', 'lncrna_lncRNA_34423', 'methylation_CpG_ptg000011l_8391239', 'methylation_CpG_ptg000015l_6211723', 'methylation_CpG_ptg000027l_11256965', 'methylation_CpG_ptg000004l_4757244', 'methylation_CpG_ptg000027l_13568474', 'methylation_CpG_ptg000004l_4756886', 'methylation_CpG_ptg000031l_10997042', 'methylation_CpG_ptg000030l_3155880']"
FUN_003603,26,0.23757817167976858,0.9691521936232375,0.7315740219434689,True,1.4656726810335918e-05,"['mirna_Cluster_12083', 'mirna_Cluster_12081', 'mirna_Cluster_12087', 'mirna_Cluster_4754', 'mirna_Cluster_2746', 'mirna_Cluster_14610', 'lncrna_lncRNA_209', 'lncrna_lncRNA_1864', 'lncrna_lncRNA_54824', 'lncrna_lncRNA_29607', 'lncrna_lncRNA_13657', 'lncrna_lncRNA_10181', 'lncrna_lncRNA_48666', 'lncrna_lncRNA_32778', 'lncrna_lncRNA_40489', 'lncrna_lncRNA_49349', 'methylation_CpG_ptg000011l_8391239', 'methylation_CpG_ptg000011l_8395973', 'methylation_CpG_ptg000025l_13842062', 'methylation_CpG_ptg000007l_6510226', 'methylation_CpG_ptg000004l_4757244', 'methylation_CpG_ntLink_6_19920923', 'methylation_CpG_ptg000008l_12977384', 'methylation_CpG_ptg000011l_8394047', 'methylation_CpG_ptg000011l_8393002', 'methylation_CpG_ptg000027l_13568456']"
FUN_022434,30,0.3019040525126624,0.9714844440194733,0.6695803915068109,True,0.0018902155088879047,"['mirna_Cluster_16354', 'mirna_Cluster_17245', 'mirna_Cluster_14532', 'mirna_Cluster_2746', 'mirna_Cluster_15097', 'mirna_Cluster_3226', 'mirna_Cluster_2500', 'mirna_Cluster_4036', 'mirna_Cluster_5516', 'mirna_Cluster_2372', 'lncrna_lncRNA_48741', 'lncrna_lncRNA_37974', 'lncrna_lncRNA_35218', 'lncrna_lncRNA_25267', 'lncrna_lncRNA_13534', 'lncrna_lncRNA_35217', 'lncrna_lncRNA_48742', 'lncrna_lncRNA_7625', 'lncrna_lncRNA_43204', 'lncrna_lncRNA_4540', 'methylation_CpG_ptg000011l_8396017', 'methylation_CpG_ptg000027l_13568498', 'methylation_CpG_ptg000018l_13662264', 'methylation_CpG_ptg000031l_13053265', 'methylation_CpG_ptg000022l_5440529', 'methylation_CpG_ptg000009l_18122328', 'methylation_CpG_ptg000023l_35051554', 'methylation_CpG_ptg000047l_4021443', 'methylation_CpG_ptg000023l_29344852', 'methylation_CpG_ptg000004l_4757198']"
HNK2_XENLA_FUN_016373,24,0.19210900735930558,0.9427977834381649,0.7506887760788593,True,4.6375284599164956e-05,"['mirna_Cluster_11565', 'mirna_Cluster_1836', 'mirna_Cluster_14532', 'mirna_Cluster_16354', 'lncrna_lncRNA_22276', 'lncrna_lncRNA_2771', 'lncrna_lncRNA_18143', 'lncrna_lncRNA_18144', 'lncrna_lncRNA_21933', 'lncrna_lncRNA_21935', 'lncrna_lncRNA_3651', 'lncrna_lncRNA_21934', 'lncrna_lncRNA_21936', 'lncrna_lncRNA_8603', 'methylation_CpG_ptg000009l_18122328', 'methylation_CpG_ptg000023l_29344852', 'methylation_CpG_ptg000011l_8396017', 'methylation_CpG_ptg000011l_8395967', 'methylation_CpG_ptg000004l_4757204', 'methylation_CpG_ptg000023l_17397326', 'methylation_CpG_ptg000011l_8391132', 'methylation_CpG_ptg000008l_25384624', 'methylation_CpG_ptg000007l_10144998', 'methylation_CpG_ptg000007l_10145000']"
FUN_000555,21,0.23078375476688961,0.9164268008435228,0.6856430460766332,True,4.080450652099721e-05,"['mirna_Cluster_11565', 'lncrna_lncRNA_25329', 'lncrna_lncRNA_3028', 'lncrna_lncRNA_36727', 'lncrna_lncRNA_1323', 'lncrna_lncRNA_1322', 'lncrna_lncRNA_7681', 'lncrna_lncRNA_7679', 'lncrna_lncRNA_46136', 'lncrna_lncRNA_26757', 'lncrna_lncRNA_13449', 'methylation_CpG_ptg000023l_29344852', 'methylation_CpG_ptg000009l_18122328', 'methylation_CpG_ptg000011l_8396017', 'methylation_CpG_ptg000008l_25384624', 'methylation_CpG_ptg000023l_35051554', 'methylation_CpG_ptg000011l_8395967', 'methylation_CpG_ptg000021l_6264633', 'methylation_CpG_ptg000031l_8422617', 'methylation_CpG_ptg000008l_25384626', 'methylation_CpG_ptg000025l_13842125']"
